PCTPOV017_2018,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Heart disease_Lower 95% CI,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,diabetes_prevalence
27.9,51.0,48.5,53.4,10.2,13.7,16.3,4.1,3.8,4.5,15.0
6.4,30.8,28.8,32.7,4.3,7.4,8.9,2.4,2.2,2.5,8.1
21.9,52.1,50.2,54.0,8.3,13.4,15.2,3.5,3.3,3.8,14.4
8.6,43.2,40.9,45.6,6.4,8.9,10.7,2.8,2.6,3.0,9.8
12.0,33.4,31.5,35.5,6.0,8.2,9.6,2.9,2.7,3.1,8.9
35.3,55.1,53.1,57.0,9.5,15.0,17.0,4.1,3.8,4.4,16.0
24.6,45.7,43.5,47.8,8.9,13.1,15.3,3.9,3.6,4.2,14.2
18.6,51.9,49.3,54.2,8.9,11.5,13.9,3.6,3.3,3.9,12.8
20.1,47.2,44.5,49.9,9.3,12.1,14.6,4.1,3.7,4.4,13.3
17.2,50.9,49.0,52.9,8.3,13.8,15.7,3.7,3.4,4.0,14.8
24.8,51.0,49.4,52.6,8.1,14.7,16.6,3.8,3.6,4.1,15.7
23.7,46.8,45.3,48.4,6.2,12.5,14.0,3.3,3.1,3.5,13.3
51.3,60.1,58.0,62.2,10.2,17.1,19.1,4.6,4.4,5.0,18.1
27.6,53.1,51.3,54.8,9.1,15.3,17.1,4.0,3.8,4.3,16.2
18.3,46.1,43.9,48.3,7.6,11.6,13.7,3.3,3.1,3.6,12.6
39.6,49.3,47.5,51.0,8.3,16.4,18.4,4.2,3.9,4.4,17.3
31.1,61.1,58.7,63.3,10.8,15.2,17.7,4.0,3.6,4.3,16.4
11.0,40.9,38.3,43.4,7.2,9.6,11.7,3.2,2.9,3.5,10.6
13.4,48.0,46.2,49.6,7.4,12.0,13.8,3.3,3.0,3.5,12.9
24.0,49.2,46.8,51.5,8.3,11.8,14.0,3.5,3.2,3.8,12.9
23.2,49.3,47.2,51.4,9.8,13.3,15.4,3.8,3.5,4.1,14.4
17.9,47.5,45.0,49.8,7.6,11.1,13.2,3.4,3.1,3.7,12.1
21.0,55.7,53.4,57.8,9.5,14.1,16.5,3.5,3.3,3.8,15.3
36.6,48.4,46.5,50.2,8.2,14.6,16.4,3.8,3.6,4.1,15.5
14.5,40.6,38.1,42.9,7.0,10.7,12.9,3.3,3.1,3.6,11.8
19.6,46.7,44.6,48.7,6.5,11.7,13.2,3.0,2.9,3.2,12.4
18.9,45.0,42.6,47.1,7.5,11.3,13.4,3.3,3.0,3.5,12.4
11.0,44.6,42.3,46.8,6.2,8.9,10.5,2.9,2.7,3.2,9.7
19.4,43.1,40.5,45.6,7.9,11.8,14.3,3.5,3.2,3.8,13.1
18.1,41.0,38.8,43.0,6.9,9.5,11.3,3.1,2.9,3.3,10.4
25.0,47.9,45.3,50.4,7.5,10.9,13.0,3.3,3.1,3.6,11.9
24.1,40.8,38.6,42.9,8.9,11.6,13.9,3.8,3.5,4.1,12.7
22.2,42.0,39.5,44.1,7.0,10.5,12.5,3.2,3.0,3.5,11.5
18.4,37.6,35.7,39.4,9.0,11.9,14.0,3.9,3.6,4.2,13.0
16.0,44.6,42.3,46.6,8.2,12.1,14.1,3.6,3.4,3.9,13.1
19.2,44.0,42.2,45.8,6.7,11.1,12.9,3.1,2.9,3.3,12.0
26.6,54.7,52.7,56.6,10.8,17.8,19.9,4.7,4.4,5.0,18.8
34.5,55.1,53.3,56.6,10.0,16.6,18.5,4.4,4.1,4.7,17.6
28.5,51.5,49.3,53.6,9.9,14.4,16.5,4.0,3.7,4.2,15.4
21.1,48.9,46.5,51.0,9.0,12.3,14.4,3.6,3.3,3.9,13.4
24.4,51.7,49.2,54.0,10.7,14.5,17.3,4.1,3.8,4.5,15.9
7.9,41.0,38.7,43.1,6.7,10.6,12.5,3.1,2.9,3.4,11.6
7.6,25.7,23.9,27.5,4.2,6.1,7.5,2.2,2.0,2.4,6.8
35.8,54.7,52.3,57.1,11.0,15.2,18.0,4.4,4.0,4.8,16.6
12.4,38.8,36.2,41.1,7.5,10.1,12.4,3.4,3.1,3.6,11.3
12.6,46.3,43.9,48.5,6.4,10.7,12.8,2.8,2.6,3.1,11.8
40.4,54.8,52.2,57.2,7.2,15.9,18.6,4.0,3.6,4.3,17.2
33.5,52.2,50.6,53.8,9.3,14.7,16.5,3.9,3.6,4.1,15.6
9.9,39.1,36.9,41.2,5.6,7.7,9.1,2.6,2.4,2.8,8.4
29.3,53.8,51.5,56.1,10.0,14.6,17.1,4.0,3.7,4.3,15.9
24.0,48.0,46.3,49.6,8.0,14.1,15.6,3.5,3.3,3.7,14.8
19.4,37.8,35.8,39.7,8.4,11.2,13.3,3.7,3.4,4.0,12.3
23.8,49.7,47.6,51.7,8.3,12.9,14.8,3.6,3.3,3.9,13.8
14.3,45.4,43.0,47.8,7.6,11.2,13.3,3.3,3.0,3.5,12.3
17.6,48.9,47.2,50.6,7.1,10.5,12.0,3.3,3.1,3.5,11.2
12.8,32.8,31.0,34.8,5.5,7.9,9.4,2.7,2.5,2.9,8.7
13.5,43.1,41.1,44.9,5.9,9.3,10.9,2.9,2.7,3.1,10.0
9.2,40.9,38.5,43.3,6.5,9.2,11.1,3.1,2.8,3.3,10.1
16.6,48.7,46.3,50.7,7.4,11.6,13.7,3.3,3.1,3.5,12.7
20.2,41.7,40.1,43.4,6.9,11.7,13.4,3.1,2.9,3.4,12.6
17.5,50.3,48.6,51.9,6.0,12.1,13.6,3.0,2.9,3.2,12.9
27.0,51.6,49.9,53.2,8.2,15.0,17.0,3.7,3.5,4.0,16.0
14.0,48.2,45.9,50.4,7.6,10.7,12.6,3.2,3.0,3.4,11.6
10.2,48.8,46.2,51.0,6.6,10.8,13.2,2.8,2.6,3.1,12.0
25.3,54.4,52.1,56.4,10.1,15.5,18.0,4.1,3.8,4.4,16.8
17.5,47.7,45.8,49.6,6.3,11.5,13.4,3.1,2.9,3.3,12.4
10.1,44.1,42.2,45.9,5.6,9.8,11.4,2.7,2.6,2.9,10.6
16.3,46.3,43.7,49.0,7.9,11.6,14.1,3.4,3.1,3.7,12.8
10.6,41.4,39.2,43.5,5.4,8.2,9.6,2.5,2.3,2.6,8.9
28.8,55.2,53.2,57.0,9.1,13.5,15.7,3.6,3.3,3.9,14.7
23.6,50.6,48.3,52.8,7.4,11.6,13.4,3.1,2.9,3.3,12.5
13.5,40.6,38.1,42.8,6.7,9.0,10.9,3.0,2.7,3.2,9.9
11.2,44.6,42.4,47.0,6.9,10.6,12.6,3.0,2.8,3.3,11.5
31.4,46.3,44.4,48.3,9.0,14.4,16.3,3.7,3.5,4.0,15.3
23.9,49.0,46.4,51.3,8.9,12.4,14.7,3.7,3.4,4.0,13.6
31.5,54.4,52.8,56.0,7.8,14.2,16.0,3.7,3.5,3.9,15.0
26.5,51.6,49.1,53.7,9.9,13.4,15.6,3.8,3.5,4.1,14.5
29.7,50.8,49.1,52.4,9.7,14.8,16.6,4.3,4.0,4.6,15.7
12.3,43.1,40.9,45.4,6.6,10.9,12.9,3.0,2.7,3.2,11.9
7.3,39.0,36.9,41.0,5.7,7.9,9.4,2.7,2.5,2.9,8.6
27.0,55.4,53.7,57.0,8.8,15.9,17.7,4.2,4.0,4.5,16.9
23.8,47.2,44.6,49.5,7.5,10.8,12.9,3.2,2.9,3.5,11.8
17.7,49.0,46.8,51.1,7.3,11.1,13.0,3.0,2.8,3.3,12.1
13.6,45.3,42.7,48.0,6.9,9.7,11.6,3.0,2.8,3.3,10.7
9.2,41.1,39.0,43.1,5.5,9.1,10.6,2.7,2.6,2.9,9.9
10.6,45.2,43.1,47.5,6.9,10.8,12.9,3.0,2.8,3.2,11.8
24.8,42.7,40.3,44.9,10.5,14.2,16.8,4.5,4.1,4.9,15.5
23.0,49.9,47.7,52.0,8.8,11.9,14.0,3.6,3.3,3.9,13.0
22.8,54.0,52.0,55.9,8.7,14.1,16.1,3.7,3.4,3.9,15.1
14.5,38.4,36.4,40.3,6.6,8.6,10.4,3.0,2.8,3.2,9.5
23.3,49.7,47.3,51.9,9.8,13.8,16.1,4.2,3.9,4.5,14.9
18.5,39.6,37.3,41.7,9.3,12.5,15.1,4.0,3.7,4.4,13.8
13.0,48.2,46.0,50.6,7.2,9.7,11.7,3.2,3.0,3.5,10.7
19.7,50.4,48.2,52.5,7.9,12.7,14.8,3.5,3.3,3.7,13.7
56.3,57.7,55.7,59.7,9.4,17.7,19.8,4.6,4.3,4.8,18.8
16.1,46.6,44.0,49.0,7.5,11.9,14.1,3.2,2.9,3.4,12.9
32.9,54.2,51.7,56.5,10.6,14.1,16.6,4.0,3.7,4.3,15.4
17.8,49.1,47.0,51.1,8.2,11.2,13.2,3.6,3.3,3.9,12.2
11.0,38.3,36.7,40.1,6.1,9.7,11.3,2.8,2.7,3.0,10.5
30.7,55.6,53.1,58.0,11.9,16.7,19.6,4.6,4.2,5.0,18.1
30.7,49.5,47.5,51.4,9.5,15.7,17.9,4.0,3.8,4.3,16.7
9.8,42.5,40.2,44.7,6.2,8.7,10.5,2.8,2.6,3.1,9.6
15.2,38.3,36.4,40.0,7.1,10.5,12.3,3.3,3.1,3.6,11.4
25.6,58.0,55.7,60.2,11.4,15.8,18.6,4.0,3.7,4.4,17.2
10.7,36.1,34.6,37.5,5.7,10.9,12.2,3.0,2.8,3.1,11.6
17.0,36.2,33.9,38.2,6.8,9.2,11.0,3.1,2.9,3.4,10.1
27.8,56.6,54.1,59.0,11.7,17.4,20.2,4.5,4.1,4.9,18.8
17.3,47.5,45.9,48.9,7.3,12.4,13.9,3.3,3.1,3.5,13.2
19.0,44.3,42.0,46.5,7.7,11.1,13.0,3.3,3.0,3.5,12.1
25.9,55.3,53.2,57.3,9.5,14.1,16.5,3.8,3.5,4.1,15.3
17.8,47.2,45.6,48.6,6.2,11.5,12.8,3.1,3.0,3.3,12.2
44.1,60.3,58.3,62.3,9.6,14.9,17.1,3.6,3.4,3.9,16.0
30.8,56.0,54.1,57.6,9.4,17.0,18.9,4.2,3.9,4.4,18.0
21.4,49.7,47.4,51.9,9.8,14.0,16.3,4.0,3.7,4.4,15.2
16.7,29.2,27.6,30.6,4.2,6.6,7.5,2.4,2.3,2.6,7.0
34.1,49.4,47.8,51.0,7.0,15.0,16.9,3.7,3.5,3.9,15.9
12.6,45.6,43.1,47.9,7.5,11.9,14.0,3.2,2.9,3.4,12.9
11.5,48.7,46.5,50.7,7.8,11.5,13.6,3.2,3.0,3.4,12.6
20.5,37.0,35.7,38.3,5.3,9.9,11.1,2.9,2.8,3.1,10.5
8.9,42.6,40.0,44.9,6.5,8.9,10.8,2.9,2.7,3.2,9.8
17.4,48.1,45.9,50.0,7.3,11.2,13.0,3.3,3.1,3.6,12.1
12.1,42.2,40.0,44.2,6.5,9.5,11.2,3.0,2.8,3.2,10.4
9.6,47.4,46.1,48.7,6.5,10.8,12.3,2.7,2.5,3.0,11.4
22.0,46.0,43.7,48.1,8.0,10.8,12.7,3.5,3.3,3.9,11.7
33.9,52.5,50.6,54.4,9.6,14.6,16.6,4.0,3.8,4.3,15.6
19.9,45.4,43.5,47.2,7.6,10.4,12.2,3.2,3.0,3.5,11.3
27.8,48.0,45.7,50.0,8.7,12.5,14.6,3.6,3.4,3.9,13.6
9.9,46.2,44.0,48.3,7.1,11.3,13.0,3.1,2.9,3.4,12.1
26.7,45.5,43.9,47.0,8.7,14.2,15.8,4.1,3.9,4.3,15.0
21.4,45.2,43.1,47.3,8.4,12.2,14.3,3.4,3.1,3.6,13.2
21.6,41.8,39.6,43.9,8.5,12.0,14.2,3.8,3.5,4.1,13.1
20.1,42.9,40.4,45.3,6.6,9.2,11.0,3.1,2.8,3.3,10.1
18.4,50.7,48.5,52.8,7.6,12.5,14.4,3.2,3.0,3.5,13.4
21.7,45.6,44.2,47.1,5.8,11.7,12.9,3.0,2.9,3.2,12.3
34.3,57.8,56.0,59.5,10.7,19.3,21.7,5.0,4.7,5.4,20.5
21.1,56.8,54.3,59.1,11.0,15.6,18.4,4.0,3.6,4.3,17.0
47.8,60.8,58.3,63.2,11.5,16.4,19.6,4.3,3.9,4.7,18.0
28.4,50.0,48.1,52.0,8.4,13.6,15.5,3.7,3.5,4.0,14.5
16.9,44.7,41.6,47.5,7.9,10.9,13.4,3.6,3.2,3.9,12.2
13.2,33.7,31.8,35.5,4.8,7.3,8.6,2.4,2.3,2.6,7.9
20.3,46.4,43.8,48.5,8.9,12.6,15.0,4.0,3.7,4.3,13.9
14.8,43.7,41.3,46.1,7.5,10.4,12.5,3.4,3.1,3.7,11.4
26.3,46.7,44.1,49.3,9.5,12.9,15.5,3.9,3.6,4.3,14.2
24.4,49.1,47.0,50.9,7.9,12.4,14.6,3.5,3.2,3.8,13.5
32.8,55.0,53.1,56.8,9.3,16.0,18.0,4.1,3.8,4.3,17.0
15.2,39.5,37.8,41.0,5.8,10.7,12.2,2.9,2.7,3.1,11.5
23.2,37.0,35.5,38.4,6.3,10.5,12.0,3.0,2.9,3.2,11.2
33.6,56.9,55.3,58.4,8.7,16.7,18.5,4.2,4.0,4.5,17.6
24.3,52.5,50.7,54.2,7.5,12.9,14.6,3.4,3.2,3.6,13.7
15.4,46.2,44.2,48.0,7.6,12.1,14.2,3.3,3.1,3.6,13.1
22.6,54.0,51.6,56.4,10.2,14.3,16.9,3.6,3.4,3.9,15.6
26.0,34.3,33.1,35.6,5.9,11.0,12.2,3.2,3.0,3.4,11.6
33.7,50.4,48.5,52.2,9.2,16.5,18.4,4.3,4.0,4.6,17.5
14.9,45.0,42.7,47.3,7.8,11.4,13.4,3.5,3.2,3.7,12.5
28.9,48.3,46.4,50.1,8.1,13.1,15.1,3.6,3.4,3.9,14.1
15.9,50.3,48.2,52.2,6.7,11.4,13.3,3.0,2.8,3.2,12.3
43.7,51.8,49.9,53.6,7.4,16.0,18.0,4.1,3.9,4.4,17.0
15.6,41.0,38.5,43.4,6.7,9.3,11.4,3.0,2.8,3.3,10.4
28.6,39.4,37.5,41.1,7.1,10.5,11.9,3.6,3.4,3.8,11.2
34.8,54.1,52.3,55.9,10.8,16.9,18.9,4.5,4.2,4.8,17.9
17.3,40.9,39.5,42.2,6.8,12.4,13.7,3.3,3.2,3.5,13.1
28.6,53.7,51.6,55.6,10.3,15.8,17.9,4.3,4.0,4.6,16.9
21.3,49.4,47.3,51.4,8.9,12.4,14.6,3.8,3.6,4.2,13.5
22.6,52.0,50.3,53.6,8.2,13.2,14.9,3.5,3.3,3.7,14.0
34.4,59.3,57.5,60.9,8.6,15.6,17.4,3.9,3.7,4.1,16.6
43.9,57.5,55.6,59.1,10.1,18.6,20.6,4.5,4.2,4.8,19.7
14.4,47.3,45.1,49.4,7.3,10.7,12.5,3.2,3.0,3.4,11.6
12.6,39.9,37.8,42.0,6.6,10.0,12.0,3.0,2.8,3.3,11.0
18.2,41.4,38.8,43.6,7.2,9.8,11.8,3.1,2.9,3.4,10.8
26.3,45.6,43.5,47.3,8.4,12.2,14.2,3.5,3.2,3.8,13.2
10.4,36.3,34.6,37.9,4.8,8.5,9.8,2.4,2.3,2.6,9.1
10.0,37.7,35.5,39.8,5.3,8.9,10.8,2.6,2.4,2.8,9.9
13.7,42.8,40.4,45.0,6.7,10.2,12.2,3.1,2.8,3.3,11.2
11.4,32.3,30.5,34.2,4.9,7.4,8.8,2.6,2.4,2.8,8.0
13.4,38.9,37.3,40.6,5.9,10.2,11.6,2.8,2.7,3.0,10.9
28.8,58.3,56.5,60.1,9.4,16.9,18.9,4.1,3.8,4.3,18.0
24.8,53.6,51.5,55.4,8.8,14.2,16.0,3.7,3.5,4.0,15.1
20.0,39.1,36.7,41.5,7.3,9.7,11.7,3.4,3.2,3.7,10.7
21.0,46.6,44.8,48.5,6.5,11.5,13.4,3.0,2.8,3.2,12.4
4.8,34.6,32.4,36.8,5.2,7.6,9.3,2.6,2.4,2.8,8.4
10.3,31.8,30.3,33.2,4.3,7.3,8.5,2.5,2.3,2.6,7.9
16.1,49.1,47.1,50.8,6.2,11.9,13.5,3.1,2.9,3.3,12.7
33.4,41.1,39.4,42.6,6.2,12.3,13.7,3.1,3.0,3.3,13.0
16.0,47.3,45.3,49.3,7.4,11.1,13.1,3.2,3.0,3.5,12.1
13.8,44.5,42.1,46.8,6.8,10.3,12.2,3.0,2.8,3.2,11.2
25.6,42.4,39.9,44.8,7.5,10.2,12.2,3.4,3.1,3.6,11.2
15.9,38.7,36.6,40.6,7.0,9.3,11.2,3.1,2.9,3.4,10.3
22.8,46.3,44.2,48.3,8.1,11.7,13.8,3.6,3.4,3.9,12.8
18.3,37.1,35.1,39.1,4.8,8.5,9.8,2.5,2.3,2.6,9.1
3.9,34.6,32.2,37.0,5.5,7.5,9.3,2.7,2.5,2.9,8.4
47.7,64.8,63.1,66.5,13.8,24.1,26.5,6.2,5.8,6.6,25.3
13.0,42.2,40.4,43.9,5.7,10.1,11.7,2.8,2.6,3.0,10.9
13.7,35.9,33.6,38.1,6.7,8.8,10.7,3.3,3.0,3.5,9.7
30.0,36.3,34.5,38.3,5.1,9.7,11.0,2.8,2.6,2.9,10.3
9.8,35.3,34.1,36.5,5.5,11.6,13.1,2.9,2.7,3.0,12.3
13.0,42.1,40.5,43.7,5.9,11.2,12.8,2.9,2.8,3.1,12.0
11.2,43.8,41.4,46.2,7.2,11.4,13.5,3.1,2.8,3.4,12.5
16.7,39.5,37.9,41.3,5.9,10.0,11.6,2.8,2.7,3.0,10.8
9.4,38.2,36.4,39.9,5.8,9.8,11.4,2.7,2.6,2.9,10.7
11.8,46.8,44.7,49.0,6.2,10.1,12.0,2.8,2.6,3.1,11.0
41.7,55.4,53.5,57.2,9.8,15.7,17.8,4.2,4.0,4.5,16.7
31.1,53.3,51.6,55.1,8.5,14.0,15.7,3.8,3.5,4.0,14.9
28.2,59.3,57.0,61.4,11.4,15.9,18.6,4.0,3.7,4.3,17.2
21.9,51.9,49.9,53.8,7.5,13.2,15.0,3.3,3.1,3.5,14.1
12.5,49.2,46.8,51.5,8.6,12.1,14.5,3.4,3.2,3.7,13.4
31.0,49.1,46.8,51.1,8.0,13.3,15.4,3.5,3.2,3.8,14.5
33.8,53.9,52.2,55.8,8.6,15.4,17.4,3.9,3.7,4.2,16.4
26.0,52.0,50.2,53.7,8.3,14.8,16.5,3.8,3.6,4.1,15.6
16.7,49.5,47.2,51.7,7.2,11.6,13.7,3.2,3.0,3.4,12.6
13.1,45.9,43.7,48.0,7.0,10.7,12.6,3.2,3.0,3.4,11.7
20.7,45.5,43.3,47.8,7.5,11.0,13.0,3.2,3.0,3.5,12.0
23.3,48.2,45.9,50.4,9.2,13.5,15.8,3.9,3.6,4.2,14.6
21.5,49.0,46.5,51.3,9.2,12.7,15.0,3.7,3.4,4.0,13.9
22.2,48.4,46.1,50.5,8.6,12.9,15.0,3.6,3.4,3.9,14.0
18.1,40.5,38.6,42.2,6.3,10.0,11.6,2.9,2.7,3.1,10.8
12.0,44.5,42.1,46.7,6.4,10.1,11.9,2.9,2.7,3.1,11.0
36.4,53.5,51.7,55.4,10.7,16.5,18.5,4.4,4.1,4.7,17.5
15.4,45.3,42.6,47.8,7.7,11.3,13.7,3.4,3.1,3.7,12.5
14.2,48.7,46.3,50.9,8.1,12.2,14.2,3.2,3.0,3.5,13.1
6.6,42.3,40.4,44.0,5.7,10.5,12.1,2.7,2.5,2.9,11.3
26.0,49.3,47.1,51.2,8.7,13.9,15.9,3.8,3.6,4.1,14.9
17.6,49.1,47.2,50.8,8.0,12.2,14.0,3.3,3.0,3.5,13.1
30.1,55.6,53.6,57.6,9.6,14.6,16.7,4.0,3.7,4.3,15.7
20.1,40.7,38.6,42.4,6.5,9.9,11.5,3.2,3.0,3.5,10.7
15.9,48.3,45.8,50.8,7.5,10.3,12.3,3.3,3.1,3.6,11.3
14.9,45.5,43.2,47.6,7.8,11.3,13.4,3.4,3.1,3.6,12.3
17.3,45.6,43.3,47.6,7.2,10.7,12.7,3.1,2.9,3.3,11.7
16.8,40.3,38.0,42.7,8.0,10.5,12.8,3.6,3.3,3.9,11.7
15.4,49.5,47.5,51.7,7.1,11.4,13.3,3.0,2.8,3.2,12.4
21.3,49.5,47.5,51.4,7.6,12.8,14.6,3.4,3.2,3.6,13.7
7.9,33.2,31.5,34.9,5.0,8.0,9.5,2.5,2.4,2.7,8.7
31.6,50.1,47.6,52.4,9.6,13.3,15.8,3.9,3.6,4.2,14.6
40.5,55.6,53.9,57.2,8.8,16.7,18.6,4.2,4.0,4.5,17.6
33.2,52.3,50.5,53.9,8.3,16.5,18.4,4.1,3.9,4.3,17.5
24.4,50.0,47.7,52.1,9.5,14.0,16.3,3.6,3.4,3.9,15.1
16.0,47.8,45.3,50.6,7.3,11.1,13.5,3.3,3.0,3.6,12.3
33.3,56.1,54.4,57.7,11.0,16.3,18.5,4.5,4.2,4.8,17.4
25.3,54.9,52.7,56.9,8.8,13.3,15.5,3.5,3.3,3.8,14.4
20.9,48.3,45.7,50.8,9.0,12.6,15.1,3.7,3.4,4.1,13.8
15.9,47.0,44.6,49.5,7.1,10.2,12.1,3.2,3.0,3.4,11.1
15.7,47.3,45.1,49.4,7.6,11.4,13.4,3.3,3.1,3.6,12.4
6.6,41.2,39.0,43.4,5.3,9.2,11.0,2.5,2.3,2.6,10.1
11.8,42.7,40.3,44.9,6.8,9.5,11.4,3.1,2.8,3.3,10.5
17.5,36.3,34.8,37.7,5.8,9.9,11.3,2.9,2.7,3.0,10.6
10.5,45.7,43.1,48.2,7.0,9.6,11.6,3.1,2.8,3.3,10.6
25.3,51.4,49.6,53.3,8.4,14.8,16.5,3.8,3.6,4.0,15.6
23.5,47.7,45.4,49.8,7.8,10.9,12.7,3.1,2.9,3.3,11.9
27.5,51.9,49.7,54.0,10.0,14.0,16.3,3.6,3.3,3.9,15.2
16.1,49.9,47.4,52.4,8.1,11.1,13.3,3.5,3.2,3.8,12.2
18.4,45.2,43.2,47.0,9.6,13.7,15.9,4.0,3.7,4.3,14.8
36.6,48.4,46.5,50.3,8.8,14.9,16.8,4.4,4.1,4.7,15.8
19.5,44.5,42.1,46.7,8.0,12.4,14.4,3.5,3.2,3.7,13.4
12.0,42.9,40.5,45.2,6.9,9.4,11.4,3.1,2.9,3.4,10.4
43.6,60.9,58.5,63.1,12.6,17.8,20.7,4.6,4.2,5.0,19.2
24.1,54.9,52.5,57.0,8.9,12.4,14.7,3.6,3.3,4.0,13.5
8.6,43.1,40.5,45.5,7.1,9.9,12.0,3.1,2.9,3.4,11.0
15.4,43.7,41.3,46.1,6.9,11.1,13.3,3.0,2.8,3.2,12.2
21.7,49.8,47.3,52.0,9.0,13.3,15.6,3.5,3.2,3.8,14.4
21.2,53.0,50.7,55.2,8.5,12.3,14.6,3.3,3.1,3.6,13.5
17.3,53.4,51.2,55.7,8.8,12.7,14.9,3.4,3.2,3.7,13.8
23.9,49.4,47.3,51.4,8.9,14.1,16.1,3.8,3.6,4.1,15.1
21.8,42.5,39.9,45.0,7.0,9.9,11.8,3.0,2.8,3.2,10.8
10.0,40.3,38.5,42.2,5.4,8.3,9.6,2.6,2.4,2.8,8.9
39.9,52.0,49.5,54.3,10.2,14.2,16.6,4.1,3.8,4.5,15.5
8.8,39.6,37.7,41.3,4.9,9.0,10.4,2.5,2.4,2.7,9.7
27.8,56.4,55.0,57.7,7.3,13.6,15.0,3.5,3.3,3.7,14.3
22.7,47.6,45.7,49.5,8.0,12.7,14.3,3.4,3.2,3.6,13.6
35.2,53.9,52.2,55.5,8.9,17.8,19.7,4.4,4.2,4.7,18.7
23.3,47.0,44.8,49.1,7.7,11.3,13.2,3.3,3.0,3.6,12.3
8.0,29.2,27.5,30.8,4.6,6.9,8.2,2.4,2.2,2.6,7.5
22.9,52.5,50.3,54.8,8.3,11.9,13.9,3.3,3.1,3.6,12.9
15.4,46.0,43.6,48.4,7.4,10.0,12.0,3.3,3.1,3.6,11.0
30.8,58.1,56.4,59.8,9.3,18.0,20.0,4.2,4.0,4.5,19.0
24.1,52.0,49.6,54.4,9.4,13.2,15.5,3.8,3.5,4.2,14.3
25.2,46.1,44.0,48.0,7.8,12.0,13.8,3.4,3.2,3.7,12.9
19.6,40.7,38.6,42.7,6.5,10.2,11.9,2.8,2.6,3.0,11.0
20.1,50.2,47.9,52.5,7.8,11.0,13.0,3.4,3.1,3.7,12.0
16.1,34.4,32.3,36.7,6.5,8.7,10.9,3.1,2.9,3.4,9.8
27.6,54.4,52.8,55.9,11.0,15.9,17.9,4.4,4.1,4.7,16.9
19.6,37.3,34.8,39.7,7.7,10.9,13.0,3.7,3.4,3.9,11.9
20.1,40.3,37.4,43.1,8.1,10.9,13.5,3.6,3.3,3.9,12.3
9.4,42.8,40.7,44.9,5.8,8.5,10.1,2.7,2.5,2.9,9.3
18.9,48.1,46.2,50.0,7.8,12.2,13.9,3.3,3.1,3.6,13.1
27.9,52.7,50.5,55.0,10.4,14.6,17.0,4.0,3.7,4.4,15.8
31.3,45.9,43.3,48.0,8.2,12.2,14.2,3.7,3.4,4.0,13.2
24.7,48.6,46.3,51.0,7.8,11.4,13.4,3.3,3.0,3.6,12.4
25.2,47.1,45.1,49.2,9.4,13.5,15.9,4.1,3.8,4.4,14.7
23.4,47.1,45.3,48.8,8.5,14.6,16.6,4.0,3.7,4.3,15.6
33.3,51.5,49.2,53.7,7.7,15.7,17.8,3.9,3.6,4.2,16.9
9.3,44.3,41.7,46.9,7.2,10.2,12.4,3.3,3.0,3.6,11.3
37.6,61.9,59.5,64.3,11.0,16.2,19.1,4.1,3.7,4.4,17.7
27.8,54.3,52.4,56.3,10.1,14.2,16.0,3.9,3.7,4.2,15.1
20.1,40.7,38.6,42.8,7.0,9.4,11.1,3.4,3.1,3.6,10.2
37.7,58.2,56.7,59.7,8.8,19.3,21.6,4.6,4.3,5.0,20.4
12.3,43.2,40.8,45.3,6.6,9.3,11.1,3.0,2.8,3.2,10.2
18.2,39.3,37.8,40.8,5.8,8.9,10.2,3.1,2.9,3.3,9.6
19.3,50.0,47.4,52.3,8.7,12.2,14.5,3.6,3.3,3.9,13.4
17.6,47.0,44.7,49.2,7.1,10.5,12.5,3.1,2.9,3.4,11.5
13.0,48.6,46.4,50.6,7.1,9.8,11.6,2.9,2.7,3.1,10.7
19.2,44.9,42.7,46.9,8.8,10.8,12.9,4.1,3.7,4.4,11.8
7.9,38.6,36.6,40.6,6.0,8.8,10.5,2.8,2.6,3.0,9.6
22.5,54.3,51.8,56.6,9.5,13.7,16.2,3.9,3.6,4.2,15.0
13.4,38.6,36.1,40.9,7.5,9.7,11.8,3.4,3.1,3.7,10.8
15.3,36.0,34.3,37.6,5.7,9.0,10.5,2.7,2.5,2.9,9.7
9.7,35.7,33.6,38.0,6.1,8.5,10.4,2.7,2.5,3.0,9.4
14.3,40.8,38.7,42.8,6.6,9.5,11.2,2.8,2.6,2.9,10.4
23.4,50.3,48.5,52.2,8.4,14.0,15.8,3.8,3.6,4.0,14.9
17.0,44.3,42.5,46.1,6.4,11.0,12.7,3.2,3.0,3.4,11.9
16.2,50.6,48.5,52.5,7.6,12.2,14.2,3.2,3.0,3.4,13.2
11.4,45.1,43.0,47.1,6.5,9.4,11.2,2.9,2.7,3.2,10.3
34.6,52.0,49.1,54.7,6.4,15.2,17.8,3.7,3.4,4.1,16.6
15.7,47.2,45.3,49.2,6.7,12.1,13.7,3.1,2.9,3.3,12.9
10.2,45.6,43.5,47.6,6.4,10.8,12.3,3.0,2.8,3.2,11.5
23.4,37.2,35.6,39.0,7.0,10.8,12.5,3.6,3.4,3.8,11.6
27.0,45.1,42.9,47.1,6.9,11.2,13.1,3.1,2.9,3.3,12.1
